manjaro-i3-settings 20200919-1
manjaro-icons 20191015-1
manjaro-keyring 20210622-1
manjaro-printer 20200215-2
manjaro-ranger-settings 20190513-2
manjaro-release 21.1.0rc4-1
manjaro-settings-manager 0.5.6-14
manjaro-settings-manager-notifier 0.5.6-14
manjaro-system 20210612-1
manjaro-zsh-config 0.20-3
markdown_previewer 0.r6.64ad4d7-1
matcha-gtk-theme 20210802-1
mathjax 3.2.0-1
mbedtls 2.27.0-1
md4c 0.4.8-1
mdadm 4.1-2
media-player-info 24-2
mediainfo 21.03-1
memtest86+ 5.31b-1
menu-cache 1.1.0-2
mesa 21.1.6-1
mesa-demos 8.4.0-4
metis 5.1.0.p10-2
mhwd 0.6.5-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-15
mhwd-nvidia 470.57.02-1
mhwd-nvidia-390xx 390.144-1
minizip 1:1.2.11-4
mjpegtools 2.2.0-1
mkinitcpio 30-2
mkinitcpio-busybox 1.33.1-1
mkinitcpio-openswap 0.1.0-3
mlocate 0.26.git.20170220-7
mobile-broadband-provider-info 20201225-1
moc 1:2.5.2-3
modemmanager 1.16.8-1
morc_menu 1.0-2
mousepad 0.5.6-1
mpd 0.22.9-2
mpfr 4.1.0-2
mpg123 1.28.2-1
msgpack-c 3.3.0-2
mtdev 1.1.6-1
mypaint-brushes1 1.3.1-1
nano 5.8-1
ncdu 1.16-1
ncurses 6.2-2
ndctl 71.1-1
neofetch 7.1.0-2
neon 0.31.2-1
neovim 0.5.0-1
nerd-fonts-noto-sans-mono 2.0.0-1
nerd-fonts-terminus 2.1.0-4
net-snmp 5.9.1-1
netctl 1.25-1
netpbm 10.73.34-1
nettle 3.7.3-1
network-manager-applet 1.22.0-1
networkmanager 1.32.6-1
networkmanager-openconnect 1.2.7dev+65+gca4187c-1
networkmanager-openvpn 1.8.14-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-4
networkmanager-vpnc 1.2.7dev+20+gdca3aea-2
nfs-utils 2.5.4-1
nfsidmap 2.5.4-1
ninja 1.10.2-1
nitrogen 1.6.1-3
nm-connection-editor 1.22.0-1
noto-fonts 20201226-2
npth 1.6-3
nspr 4.32-1
nss 3.68-1
nss-mdns 0.15.1-1
ntfs-3g 2017.3.23-5
ntp 4.2.8.p15-1
nvidia-prime 1.0-4
nvidia-utils 470.57.02-1
nyxt 2.1.1-1
obs-studio 27.0.1-2
oniguruma 6.9.7.1-1
openal 1.21.1-1
openconnect 1:8.10-1
opencore-amr 0.1.5-5
openexr 3.1.1-1
openjpeg2 2.4.0-1
openmpi 4.1.1-2
openrazer-daemon 3.0.1-1
openrazer-driver-dkms 3.0.1-1
openrazer-meta 3.0.1-1
openresolv 3.12.0-1
openssh 8.6p1-1
openssl 1.1.1.k-1
openvpn 2.5.3-1
optipng 0.7.7-2
opus 1.3.1-2
opus-tools 0.2-3
opusfile 0.12-1
orc 0.4.32-1
os-prober 1.78-0.1
ostree 2021.3-1
p11-kit 0.24.0-1
p7zip 1:17.04-1
pacman 6.0.0-2
pacman-mirrors 4.21.5-1
pacui 1.14-1
pahole 1.21-1
palemoon-bin 29.3.0-1
pam 1.5.1-1
pamac-cli 10.1.3-3
pamac-gtk 10.1.3-3
pambase 20210605-2
pango 1:1.48.7-1
pangomm 2.46.1-2
papirus-icon-theme 20210802-1
papirus-maia-icon-theme 20200702-1
parted 3.4-2
patch 2.7.6-8
patchutils 0.4.2-2
pavucontrol 1:4.0-2
pciutils 3.7.0-1
pcmanfm 1.3.2-1
pcre 8.45-1
pcre2 10.37-1
pcsclite 1.9.2-2
perl 5.34.0-2
perl-alien-build 2.41-1
perl-alien-libxml2 0.17-2
perl-capture-tiny 0.48-5
perl-clone 0.45-3
perl-dbi 1.643-3
perl-encode-locale 1.05-8
perl-error 0.17029-3
perl-ffi-checklib 0.28-2
perl-file-basedir 0.09-1
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-8
perl-file-listing 6.14-2
perl-file-mimeinfo 0.30-2
perl-file-which 1.24-2
perl-html-parser 3.76-2
perl-html-tagset 3.20-11
perl-http-cookies 6.10-2
perl-http-daemon 6.06-3
perl-http-date 6.05-4
perl-http-message 6.33-1
perl-http-negotiate 6.01-9
perl-image-exiftool 12.26-2
perl-io-html 1.004-2
perl-ipc-system-simple 1.30-3
perl-libwww 6.55-1
perl-lwp-mediatypes 6.02-9
perl-mailtools 2.21-5
perl-net-http 6.21-2
perl-path-tiny 0.118-2
perl-timedate 2.33-3
perl-try-tiny 0.30-6
perl-uri 5.09-2
perl-www-robotrules 6.02-9
perl-xml-libxml 2.0207-2
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-3
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-7
php 8.0.9-1
picom 8.2-1
pinentry 1.1.1-1
pipewire 1:0.3.33-1
pixman 0.40.0-1
pkcs11-helper 1.27.0-1
pkgconf 1.7.3-1
pkgfile 21-2
plotutils 2.6-10
podofo 0.9.7-1
polkit 0.119-1
polkit-gnome 0.105-8
polkit-qt5 0.114.0-1
polybar 3.5.5-1
poppler 21.08.0-1
poppler-data 0.4.10-1
poppler-glib 21.08.0-1
popt 1.18-1
portaudio 1:19.7.0-1
potrace 1.16-2
powertop 2.14-1
ppp 2.4.9-1
pptpclient 1.10.0-2
procps-ng 3.3.17-1
protobuf 3.17.3-1
psmisc 23.4-1
pstoedit 3.75-5
pulseaudio 15.0-1
pulseaudio-alsa 1:1.2.5-2
pulseaudio-bluetooth 15.0-1
python 3.9.6-1
python-appdirs 1.4.4-3
python-apsw 3.35.4-1
python-attrs 21.2.0-1
python-automat 20.2.0-6
python-beaker 1.11.0-6
python-beautifulsoup4 4.9.3-4
python-cachecontrol 0.12.6-3
python-cairo 1.20.0-3
python-cchardet 2.1.7-2
python-certifi 2020.12.5-1
python-cffi 1.14.6-1
python-chardet 4.0.0-2
python-click 8.0.1-1
python-colorama 0.4.4-3
python-constantly 15.1.0-9
python-contextlib2 0.6.0.post1-3
python-cryptography 3.4.7-1
python-css-parser 1.0.6-3
python-cssselect 1.1.0-7
python-daemonize 2.5.0-4
python-dateutil 2.8.1-6
python-distlib 0.3.2-1
python-distro 1.5.0-3
python-dnspython 1:1.16.0-3
python-docopt 0.6.2-9
python-feedparser 5.2.1-9
python-geoip 1.3.2-10
python-gobject 3.40.1-1
python-html2text 2020.1.16-3
python-html5-parser 0.4.9-5
python-html5lib 1.1-6
python-hyperlink 21.0.0-2
python-idna 3.2-1
python-ifaddr 0.1.7-3
python-incremental 21.3.0-2
python-jeepney 0.7.1-1
python-lxml 4.6.3-1
python-mako 1.1.4-1
python-markdown 3.3.4-1
python-markupsafe 2.0.1-1
python-mechanize 1:0.4.5-4
python-more-itertools 8.8.0-1
python-msgpack 1.0.2-2
python-netifaces 0.11.0-1
python-notify2 0.3.1-5
python-npyscreen 4.10.5-5
python-numpy 1.20.3-1
python-openrazer 3.0.1-1
python-ordered-set 4.0.2-3
python-packaging 20.9-1
python-pep517 0.11.0-1
python-pillow 8.3.1-1
python-pip 20.3.4-1
python-ply 3.11-7
python-progress 1.5-5
python-psutil 5.8.0-1
python-py7zr 0.11.3-1
python-pyaml 20.4.0-4
python-pyasn1 0.4.8-4
python-pyasn1-modules 0.2.8-4
python-pychm 0.8.6-4
python-pycparser 2.20-3
python-pycryptodome 3.10.1-1
python-pygments 2.9.0-1
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.4-1
python-pyqt5-sip 12.9.0-1
python-pyqt5-webengine 5.15.4-1
python-pysmbc 1.0.23-2
python-pyudev 0.22-5
python-pyxdg 0.27-1
python-regex 2021.7.6-1
python-rencode 1.0.6-5
python-reportlab 3.5.68-2
python-requests 2.26.0-1
python-resolvelib 0.5.5-1
python-retrying 1.3.3-9
python-service-identity 21.1.0-1
python-setproctitle 1.2.2-1
python-setuptools 1:57.4.0-1
python-sgmllib 5.2.1-9
python-six 1.16.0-1
python-soupsieve 2.2.1-1
python-texttable 1.6.4-1
python-toml 0.10.2-3
python-tomli 1.2.0-1
python-twisted 21.2.0-3
python-unrardll 0.1.4-5
python-urllib3 1.26.6-1
python-webencodings 0.5.1-6
python-xapp 2.2.1-1
python-xlib 0.31-1
python-yaml 5.4.1.1-2
python-zeroconf 0.29.0-2
python-zope-interface 5.4.0-1
python2 2.7.18-3
qpdf 10.3.2-1
qt5-base 5.15.2+kde+r210-1
qt5-declarative 5.15.2+kde+r29-1
qt5-imageformats 5.15.2-1
qt5-location 5.15.2-3
qt5-multimedia 5.15.2-1
qt5-speech 5.15.2-1
qt5-styleplugins 5.0.0.20170311-25
qt5-svg 5.15.2+kde+r7-1
qt5-wayland 5.15.2+kde+r29-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.5-1
qt5-websockets 5.15.2-1
qt5-x11extras 5.15.2-1
qt5ct 1.3-1
ragel 6.10-3
ranger 1.9.3.143.g5047d9e5-1
raptor 2.0.15-16
rav1e 0.4.1-1
re2 1:20210801-1
readline 8.1.001-1
redshift 1.12-4
redshiftgui-bin 0.2.4-2
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rnnoise 0.4.1-1
rofi 1.6.1-1
rpcbind 1.2.6-1
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
run-parts 4.11.2-1
rxvt-unicode 9.26-2
rxvt-unicode-terminfo 9.26-2
s-nail 14.9.22-1
sane 1.0.32-3
sbc 1.5-2
sbcl 2.1.7-1
sbxkb 0.7.6-5
scour 0.38.2-1
scrcpy 1.18-1
screenfetch 3.9.1-1
scrot 1.6-1
sdl 1.2.15-14
sdl2 2.0.14-1
sdl2_gfx 1:1.0.4-2
sdl2_image 2.0.5-2
sdl2_ttf 2.0.15-2
sdl_gfx 2.0.26-5
sdl_image 1.2.12-7
sdl_ttf 2.0.11-6
sed 4.8-1
serd 0.30.10-1
serf 1.3.9-5
sg3_utils 1.46-1
shaderc 2021.1-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
shotwell 2:0.30.12-1
signal-desktop 5.12.2-1
siji-git r23.c691f20-2
slang 2.3.2-2
smbclient 4.14.6-1
snapd 2.51.3-2
snappy 1.1.8-2
solid 5.84.0-1
sonnet 5.84.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.2-1
spandsp 0.0.6-3
spectre-meltdown-checker 0.44-1
speech-dispatcher 0.10.2-1
speedtest-cli 2.1.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-headers 1.5.4.raytracing.fixed-1
spirv-tools 2021.1-1
splix 2.0.0-15
sqlite 3.36.0-1
squashfs-tools 4.5-1
sratom 0.6.8-1
srt 1.4.3-1
stack 2.7.1-1
startup-notification 0.12-7
stoken 0.92-4
subversion 1.14.1-3
sudo 1.9.7.p2-1
suitesparse 5.10.1-1
supercollider 3.11.2-4
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
sxhkd 0.6.2-1
sysfsutils 2.1.1-1
syslog-ng 3.33.1-1
systemd 248.7-1
systemd-fsck-silent 239-1
systemd-libs 248.7-1
systemd-sysvcompat 248.7-1
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tbb 2020.3-1
tcl 8.6.11-1
tdb 1.4.5-1
telegram-desktop 2.9.0-4
terminus-font 4.49.1-2
tevent 1:0.11.0-1
texinfo 6.8-1
texlive-bin 2021.58686-3
texlive-core 2021.58710-2
thin-provisioning-tools 0.9.0-1
tinyxml2 9.0.0-1
tlp 1.3.1-2
tree 1.8.0-2
tree-sitter 0.20.0-1
tslib 1.22-1
ttf-bitstream-vera 1.10-14
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-code 5.2-1
ttf-font-icons 1.1-5
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-liberation 2.1.4-1
ttf-nerd-fonts-symbols 2.1.0+36+gd0bf73a1-4
ttf-opensans 1.101-2
ttf-unifont 13.0.06-1
twolame 0.4.0-2
tzdata 2021a-1
udisks2 2.9.3-1
ueberzug 18.1.9-2
ufw 0.36-5
unibilium 2.1.1-1
unzip 6.0-14
upower 0.99.12-2
urxvt-perls 2.3-1
usbmuxd 1.1.1-1
usbutils 013-1
util-linux 2.37.1-3
util-linux-libs 2.37.1-3
v4l-utils 1.20.0-1
v4l2loopback-dc-dkms 1:1.8.0-1
v86d 0.1.10-5.1
vde2 2.3.2-16
vertex-maia-themes 20180519-4
vi 1:070224-5
vibrancy-icons-teal 2.7-1
vid.stab 1.1-3
viewnior 1.7-3
vim 8.2.2891-1
vim-runtime 8.2.2891-1
virtualbox 6.1.26-1
virtualbox-ext-vnc 6.1.26-1
virtualbox-guest-iso 6.1.26-1
virtualbox-sdk 6.1.26-1
vlc 3.0.16-3
vmaf 1.5.3-1
volume_key 0.3.12-5
volumeicon 0.5.1-5
vpnc 1:0.5.3.r496.r153-2
vscodium-bin 1.59.0-1
vte-common 0.64.2-2
vte3 0.64.2-2
vulkan-icd-loader 1.2.185-1
w3m 0.5.3.git20210102_6-1
wallpapers-juhraya 1.1-2
wavpack 5.4.0-1
wayland 1.19.0-1
wayland-protocols 1.21-1
web-installer-url-handler 1.0.2-1
webkit2gtk 2.32.3-1
webrtc-audio-processing 0.3.1-3
wget 1.21.1-1
which 2.21-5
wildmidi 0.4.4-1
wine 6.14-1
wireless-regdb 2021.04.21-1
wireless_tools 30.pre9-3
wmutils 1:1.4-1
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.10.0-1
wxgtk-common 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.161.r3039.544c61f-1
x265 3.5-1
xapp 2.2.3-2
xarchiver 0.5.4.17-1
xautolock 2.2-6
xautomation 1.09-4
xbitmaps 1.1.2-2
xcape 1.2-4
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xcursor-breeze 5.11.5-1
xcursor-chameleon-pearl 0.5-5
xcursor-maia 20160417-2
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal 1.8.1-1
xdg-desktop-portal-gtk 1.8.0-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20210804.2-1
xf86-input-elographics 1.4.2-2
xf86-input-evdev 2.10.6-2
xf86-input-libinput 1.1.0-1
xf86-input-void 1.4.1-5
xfburn 0.6.2-1
xfce4-notifyd 0.6.2-2
xfce4-power-manager 4.16.0-3
xfconf 4.16.0-2
xfsprogs 5.12.0-1
xkeyboard-config 2.33-1
xorg-fonts-alias-misc 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-fonts-misc 1.0.3-10
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.13-1
xorg-server-common 1.20.13-1
xorg-setxkbmap 1.3.2-2
xorg-twm 1.0.11-1
xorg-xauth 1.1-2
xorg-xdpyinfo 1.3.2-4
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorgproto 2021.4-1
xsel 1.2.0.20190821-1
xterm 368-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-1
yajl 2.1.0-4
yaml-cpp 0.6.3-2
yay 10.3.1-1
zathura 0.4.8-1
zbar 0.23.1-7
zenity 3.32.0+55+gd7bedff-1
zensu 0.3-1
zeromq 4.3.4-1
zimg 3.0.2-1
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zoom 5.7.28991.0726-1
zsh 5.8-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.33.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.15.0-2
zstd 1.5.0-1
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
